"CUSEC","army","army_noHQ","army_nb","army_nb10","army_nb5","army_nb2","army_noHQ_nb","army_noHQ_nb10","army_noHQ_nb5","army_noHQ_nb2"
"0801905015",0,0,0,1,1,1,0,1,1,1
"0801905017",0,0,0,1,1,1,0,1,1,1
"0801905032",0,0,0,1,1,0,0,1,1,0
"0801905034",0,0,0,1,1,0,0,1,1,0
"0801905047",0,0,0,1,1,0,0,1,1,0
"0801905049",0,0,0,1,1,0,0,1,1,0
"0801905051",0,0,0,1,1,0,0,1,1,0
"0801905064",0,0,0,1,1,0,0,1,1,0
"0801905066",0,0,0,1,1,0,0,1,1,0
"0801905081",0,0,0,1,1,0,0,1,1,0
"0801904020",0,0,0,1,1,0,0,1,1,0
"0801904043",0,0,0,1,1,1,0,1,1,1
"0801904045",0,0,0,1,1,1,0,1,1,1
"0801904050",0,0,0,1,1,1,0,1,1,1
"0801904052",0,0,1,1,1,1,1,1,1,1
"0801905018",0,0,0,1,1,1,0,1,1,1
"0801905020",0,0,0,1,1,1,0,1,1,1
"0801905027",0,0,0,1,1,1,0,1,1,1
"0801905029",0,0,0,1,1,1,0,1,1,1
"0801905052",0,0,0,1,1,0,0,1,1,0
"0801905054",0,0,0,1,1,0,0,1,1,0
"0801905061",0,0,0,1,1,0,0,1,1,0
"0801905063",0,0,0,1,1,0,0,1,1,0
"0801905086",0,0,0,1,1,0,0,1,1,0
"0801905088",0,0,0,1,1,0,0,1,1,0
"0801905093",0,0,0,1,1,0,0,1,1,0
"0801905012",0,0,0,1,1,1,0,1,1,1
"0801905019",0,0,0,1,1,1,0,1,1,1
"0801905030",0,0,0,1,1,0,0,1,1,0
"0801905037",0,0,0,1,1,0,0,1,1,0
"0801905044",0,0,0,1,1,0,0,1,1,0
"0801905055",0,0,0,1,1,0,0,1,1,0
"0801905062",0,0,0,1,1,0,0,1,1,0
"0801905069",0,0,0,1,1,0,0,1,1,0
"0801905080",0,0,0,1,1,0,0,1,1,0
"0801905087",0,0,0,1,1,0,0,1,1,0
"0801905010",0,0,0,1,1,1,0,1,1,1
"0801905021",0,0,0,1,1,1,0,1,1,1
"0801905028",0,0,0,1,1,1,0,1,1,1
"0801905035",0,0,0,1,1,0,0,1,1,0
"0801905046",0,0,0,1,1,0,0,1,1,0
"0801905053",0,0,0,1,1,0,0,1,1,0
"0801905060",0,0,0,1,1,0,0,1,1,0
"0801905071",0,0,0,1,1,0,0,1,1,0
"0801905078",0,0,0,1,1,0,0,1,1,0
"0801905085",0,0,0,1,1,0,0,1,1,0
"0801905096",0,0,0,1,1,0,0,1,1,0
"0801906006",0,0,0,1,1,0,0,1,1,0
"0801906013",0,0,0,1,1,0,0,1,1,0
"0801906024",0,0,0,1,1,0,0,1,1,0
"0801905011",0,0,0,1,1,1,0,1,1,1
"0801905013",0,0,0,1,1,1,0,1,1,1
"0801905036",0,0,0,1,1,0,0,1,1,0
"0801905038",0,0,0,1,1,0,0,1,1,0
"0801905043",0,0,0,1,1,0,0,1,1,0
"0801905045",0,0,0,1,1,0,0,1,1,0
"0801905068",0,0,0,1,1,0,0,1,1,0
"0801905070",0,0,0,1,1,0,0,1,1,0
"0801905077",0,0,0,1,1,0,0,1,1,0
"0801905079",0,0,0,1,1,0,0,1,1,0
"0801906004",0,0,0,1,1,0,0,1,1,0
"0801906014",0,0,0,1,1,0,0,1,1,0
"0801906016",0,0,0,1,1,0,0,1,1,0
"0801906039",0,0,0,1,1,0,0,1,1,0
"0801906041",0,0,0,1,1,0,0,1,1,0
"0801905040",0,0,0,1,1,0,0,1,1,0
"0801905041",0,0,0,1,1,0,0,1,1,0
"0801905058",0,0,0,1,1,0,0,1,1,0
"0801905059",0,0,0,1,1,0,0,1,1,0
"0801905072",0,0,0,1,1,0,0,1,1,0
"0801905073",0,0,0,1,1,0,0,1,1,0
"0801905076",0,0,0,1,1,0,0,1,1,0
"0801905090",0,0,0,1,1,0,0,1,1,0
"0801905091",0,0,0,1,1,0,0,1,1,0
"0801906011",0,0,0,1,1,0,0,1,1,0
"0801906012",0,0,0,1,1,0,0,1,1,0
"0801906026",0,0,0,1,1,0,0,1,1,0
"0801906029",0,0,0,1,1,0,0,1,1,0
"0801906043",0,0,0,1,1,0,0,1,1,0
"0801905089",0,0,0,1,1,0,0,1,1,0
"0801905092",0,0,0,1,1,0,0,1,1,0
"0801906010",0,0,0,1,1,0,0,1,1,0
"0801906027",0,0,0,1,1,0,0,1,1,0
"0801906028",0,0,0,1,1,0,0,1,1,0
"0801906042",0,0,0,1,1,0,0,1,1,0
"0801906045",0,0,0,1,1,0,0,1,1,0
"0801906046",0,0,0,1,1,0,0,1,1,0
"0801906059",0,0,0,1,1,0,0,1,1,0
"0801906060",0,0,0,1,1,0,0,1,1,0
"0801906077",0,0,0,1,1,0,0,1,1,0
"0801906078",0,0,0,1,1,0,0,1,1,0
"0801907004",0,0,0,1,1,0,0,1,0,0
"0801905083",0,0,0,1,1,0,0,1,1,0
"0801905098",0,0,0,1,1,0,0,1,1,0
"0801906002",0,0,0,1,1,0,0,1,1,0
"0801906018",0,0,0,1,1,0,0,1,1,0
"0801906020",0,0,0,1,1,0,0,1,1,0
"0801906035",0,0,0,1,1,0,0,1,1,0
"0801906037",0,0,0,1,1,0,0,1,1,0
"0801906052",0,0,0,1,1,0,0,1,1,0
"0801906054",0,0,0,1,1,0,0,1,1,0
"0801906067",0,0,0,1,1,0,0,1,1,0
"0801906069",0,0,0,1,1,0,0,1,1,0
"0801906071",0,0,0,1,1,0,0,1,1,0
"0801906084",0,0,0,1,1,0,0,1,1,0
"0801906086",0,0,0,1,1,0,0,1,1,0
"0801907013",0,0,0,1,1,0,0,1,0,0
"0801905082",0,0,0,1,1,0,0,1,1,0
"0801905084",0,0,0,1,1,0,0,1,1,0
"0801906003",0,0,0,1,1,0,0,1,1,0
"0801906017",0,0,0,1,1,0,0,1,1,0
"0801906019",0,0,0,1,1,0,0,1,1,0
"0801906034",0,0,0,1,1,0,0,1,1,0
"0801906036",0,0,0,1,1,0,0,1,1,0
"0801906051",0,0,0,1,1,0,0,1,1,0
"0801906053",0,0,0,1,1,0,0,1,1,0
"0801906068",0,0,0,1,1,0,0,1,1,0
"0801906070",0,0,0,1,1,0,0,1,1,0
"0801906085",0,0,0,1,1,0,0,1,1,0
"0801906087",0,0,0,1,1,0,0,1,1,0
"0801907014",0,0,0,1,1,0,0,1,0,0
"0801907016",0,0,0,1,1,0,0,1,0,0
"0801906048",0,0,0,1,1,0,0,1,1,0
"0801906050",0,0,0,1,1,0,0,1,1,0
"0801906073",0,0,0,1,1,0,0,1,0,0
"0801906075",0,0,0,1,1,0,0,1,1,0
"0801906080",0,0,0,1,1,0,0,1,1,0
"0801906082",0,0,0,1,1,0,0,1,1,0
"0801907017",0,0,0,1,1,0,0,1,0,0
"0801907019",0,0,0,1,1,0,0,1,0,0
"0801907026",0,0,0,1,1,0,0,1,0,0
"0801907028",0,0,0,1,1,0,0,1,0,0
"0801905095",0,0,0,1,1,0,0,1,1,0
"0801905097",0,0,0,1,1,0,0,1,1,0
"0801906021",0,0,0,1,1,0,0,1,1,0
"0801906023",0,0,0,1,1,0,0,1,1,0
"0801906025",0,0,0,1,1,0,0,1,1,0
"0801906030",0,0,0,1,1,0,0,1,1,0
"0801906032",0,0,0,1,1,0,0,1,1,0
"0801906055",0,0,0,1,1,0,0,1,1,0
"0801906057",0,0,0,1,1,0,0,1,1,0
"0801906064",0,0,0,1,1,0,0,1,1,0
"0801906066",0,0,0,1,1,0,0,1,1,0
"0801907001",0,0,0,1,1,0,0,1,0,0
"0801907003",0,0,0,1,1,0,0,1,0,0
"0801907010",0,0,0,1,1,0,0,1,0,0
"0801907012",0,0,0,1,1,0,0,1,0,0
"0801907035",0,0,0,1,1,0,0,1,0,0
"0801906031",0,0,0,1,1,0,0,1,1,0
"0801906038",0,0,0,1,1,0,0,1,1,0
"0801906049",0,0,0,1,1,0,0,1,1,0
"0801906056",0,0,0,1,1,0,0,1,1,0
"0801906063",0,0,0,1,1,0,0,1,1,0
"0801906074",0,0,0,1,1,0,0,1,0,0
"0801906081",0,0,0,1,1,0,0,1,1,0
"0801906088",0,0,0,1,1,0,0,1,1,0
"0801907011",0,0,0,1,1,0,0,1,0,0
"0801907018",0,0,0,1,1,0,0,1,1,0
"0801907025",0,0,0,1,1,0,0,1,0,0
"0801907029",0,0,0,1,1,0,0,1,0,0
"0801907036",0,0,0,1,1,0,0,1,0,0
"0801907043",0,0,0,1,1,0,0,1,0,0
"0801907050",0,0,0,1,1,0,0,1,0,0
"0801907054",0,0,0,1,0,0,0,1,0,0
"0801906044",0,0,0,1,1,0,0,1,1,0
"0801906061",0,0,0,1,1,0,0,1,1,0
"0801906062",0,0,0,1,1,0,0,1,1,0
"0801906076",0,0,0,1,1,0,0,1,1,0
"0801906079",0,0,0,1,1,0,0,1,1,0
"0801907005",0,0,0,1,1,0,0,1,0,0
"0801907006",0,0,0,1,1,0,0,1,0,0
"0801907023",0,0,0,1,1,0,0,1,0,0
"0801907024",0,0,0,1,1,0,0,1,0,0
"0801907038",0,0,0,1,1,0,0,1,0,0
"0801907041",0,0,0,1,1,0,0,1,0,0
"0801907055",0,0,0,1,0,0,0,1,0,0
"0801907056",0,0,0,1,1,0,0,1,0,0
"0801907073",0,0,0,1,0,0,0,1,0,0
"0801907007",0,0,0,1,1,0,0,1,0,0
"0801907008",0,0,0,1,1,0,0,1,0,0
"0801907021",0,0,0,1,1,0,0,1,1,0
"0801907022",0,0,0,1,1,0,0,1,1,0
"0801907039",0,0,0,1,1,0,0,1,0,0
"0801907040",0,0,0,1,1,0,0,1,0,0
"0801907057",0,0,0,1,0,0,0,1,0,0
"0801907058",0,0,0,1,0,0,0,1,0,0
"0801907071",0,0,0,1,0,0,0,1,0,0
"0801907072",0,0,0,1,0,0,0,1,0,0
"0801907089",0,0,0,1,1,0,0,1,1,0
"0801907031",0,0,0,1,1,0,0,1,0,0
"0801907033",0,0,0,1,1,0,0,1,0,0
"0801907046",0,0,0,1,1,0,0,1,0,0
"0801907048",0,0,0,1,0,0,0,1,0,0
"0801907063",0,0,0,1,0,0,0,1,0,0
"0801907065",0,0,0,1,0,0,0,1,0,0
"0801907080",0,0,0,1,0,0,0,1,0,0
"0801907082",0,0,0,1,0,0,0,1,0,0
"0801907097",0,0,0,1,0,0,0,1,0,0
"0801907037",0,0,0,1,1,0,0,1,0,0
"0801907042",0,0,0,1,1,0,0,1,0,0
"0801907044",0,0,0,1,1,0,0,1,0,0
"0801907067",0,0,0,1,1,0,0,1,0,0
"0801907069",0,0,0,1,0,0,0,1,0,0
"0801907076",0,0,0,1,0,0,0,1,0,0
"0801907078",0,0,0,1,0,0,0,1,0,0
"0801907101",0,0,0,1,0,0,0,1,0,0
"0801907103",0,0,0,1,0,0,0,1,0,0
"0801907015",0,0,0,1,1,0,0,1,0,0
"0801907030",0,0,0,1,1,0,0,1,0,0
"0801907032",0,0,0,1,1,0,0,1,0,0
"0801907047",0,0,0,1,1,0,0,1,0,0
"0801907049",0,0,0,1,1,0,0,1,0,0
"0801907064",0,0,0,1,1,0,0,1,0,0
"0801907066",0,0,0,1,1,0,0,1,0,0
"0801907081",0,0,0,1,0,0,0,1,0,0
"0801907083",0,0,0,1,1,0,0,1,1,0
"0801907096",0,0,0,1,0,0,0,1,0,0
"0801907100",0,0,0,1,0,0,0,1,0,0
"0801907113",0,0,0,1,0,0,0,1,0,0
"0801907115",0,0,0,1,0,0,0,1,0,0
"0801908007",0,0,0,1,0,0,0,1,0,0
"0801905094",0,0,0,1,1,0,0,1,1,0
"0801906008",0,0,0,1,1,0,0,1,1,0
"0801906015",0,0,0,1,1,0,0,1,1,0
"0801906022",0,0,0,1,1,0,0,1,1,0
"0801906033",0,0,0,1,1,0,0,1,1,0
"0801906040",0,0,0,1,1,0,0,1,1,0
"0801906047",0,0,0,1,1,0,0,1,1,0
"0801906058",0,0,0,1,1,0,0,1,1,0
"0801906065",0,0,0,1,1,0,0,1,1,0
"0801906072",0,0,0,1,1,0,0,1,0,0
"0801906083",0,0,0,1,1,0,0,1,1,0
"0801907002",0,0,0,1,1,0,0,1,0,0
"0801907009",0,0,0,1,1,0,0,1,0,0
"0801907020",0,0,0,1,1,0,0,1,0,0
"0801907051",0,0,0,1,1,0,0,1,0,0
"0801907053",0,0,0,1,0,0,0,1,0,0
"0801907060",0,0,0,1,1,0,0,1,0,0
"0801907062",0,0,0,1,1,0,0,1,1,0
"0801907085",0,0,0,1,1,0,0,1,1,0
"0801907087",0,0,0,1,1,0,0,1,1,0
"0801907092",0,0,0,1,1,0,0,1,1,0
"0801907094",0,0,0,1,0,0,0,1,0,0
"0801907117",0,0,0,1,0,0,0,1,0,0
"0801907119",0,0,0,1,0,0,0,1,0,0
"0801908003",0,0,0,1,0,0,0,1,0,0
"0801907061",0,0,0,1,1,0,0,1,1,0
"0801907068",0,0,0,1,0,0,0,1,0,0
"0801907075",0,0,0,1,0,0,0,1,0,0
"0801907079",0,0,0,1,0,0,0,1,0,0
"0801907086",0,0,0,1,1,0,0,1,1,0
"0801907093",0,0,0,1,1,0,0,1,1,0
"0801907104",0,0,0,1,0,0,0,1,0,0
"0801907118",0,0,0,1,0,0,0,1,0,0
"0801908006",0,0,0,1,0,0,0,1,0,0
"0801908013",0,0,0,1,0,0,0,1,0,0
"0801908020",0,0,0,1,0,0,0,1,0,0
"0801908031",0,0,0,1,0,0,0,1,0,0
"0801907074",0,0,0,1,0,0,0,1,0,0
"0801907088",0,0,0,1,1,0,0,1,1,0
"0801907091",0,0,0,1,1,0,0,1,1,0
"0801907105",0,0,0,1,0,0,0,1,0,0
"0801907106",0,0,0,1,0,0,0,1,0,0
"0801907123",0,0,0,1,0,0,0,1,0,0
"0801908001",0,0,0,1,0,0,0,1,0,0
"0801908015",0,0,0,1,0,0,0,1,0,0
"0801908018",0,0,0,1,0,0,0,1,0,0
"0801908032",0,0,0,1,0,0,0,1,0,0
"0801908033",0,0,0,1,0,0,0,1,0,0
"0801908050",0,0,0,1,0,0,0,1,0,0
"0801908051",0,0,0,1,0,0,0,1,0,0
"0801907027",0,0,0,1,1,0,0,1,0,0
"0801907034",0,0,0,1,1,0,0,1,0,0
"0801907045",0,0,0,1,1,0,0,1,0,0
"0801907052",0,0,0,1,1,0,0,1,0,0
"0801907059",0,0,0,1,1,0,0,1,0,0
"0801907070",0,0,0,1,0,0,0,1,0,0
"0801907077",0,0,0,1,0,0,0,1,0,0
"0801907084",0,0,0,1,1,0,0,1,1,0
"0801907095",0,0,0,1,0,0,0,1,0,0
"0801907102",0,0,0,1,0,0,0,1,0,0
"0801907107",0,0,0,1,0,0,0,1,0,0
"0801907108",0,0,0,1,0,0,0,1,0,0
"0801907121",0,0,0,1,0,0,0,1,0,0
"0801907122",0,0,0,1,0,0,0,1,0,0
"0801908002",0,0,0,1,0,0,0,1,0,0
"0801908016",0,0,0,1,0,0,0,1,0,0
"0801908017",0,0,0,1,0,0,0,1,0,0
"0801908034",0,0,0,1,0,0,0,1,0,0
"0801908035",0,0,0,1,0,0,0,1,0,0
"0801908049",0,0,0,1,0,0,0,1,0,0
"0801908052",0,0,0,1,0,0,0,1,0,0
"0801908066",0,0,0,1,0,0,0,1,0,0
"0801908067",0,0,0,1,0,0,0,1,0,0
"0801907110",0,0,0,1,0,0,0,1,0,0
"0801907112",0,0,0,1,0,0,0,1,0,0
"0801908012",0,0,0,1,0,0,0,1,0,0
"0801908014",0,0,0,1,0,0,0,1,0,0
"0801908019",0,0,0,1,0,0,0,1,0,0
"0801908021",0,0,0,1,0,0,0,1,0,0
"0801908023",0,0,0,1,0,0,0,1,0,0
"0801908044",0,0,0,1,0,0,0,1,0,0
"0801908046",0,0,0,1,0,0,0,1,0,0
"0801908048",0,0,0,1,0,0,0,1,0,0
"0801908053",0,0,0,1,0,0,0,1,0,0
"0801908055",0,0,0,1,0,0,0,1,0,0
"0801908078",0,0,0,1,0,0,0,1,0,0
"0801908080",0,0,0,1,0,0,0,1,0,0
"0801908087",0,0,0,1,0,0,0,1,0,0
"0801907099",0,0,0,1,0,0,0,1,0,0
"0801907114",0,0,0,1,0,0,0,1,0,0
"0801907116",0,0,0,1,0,0,0,1,0,0
"0801908008",0,0,0,1,0,0,0,1,0,0
"0801908010",0,0,0,1,0,0,0,1,0,0
"0801908025",0,0,0,1,0,0,0,1,0,0
"0801908027",0,0,0,1,0,0,0,1,0,0
"0801908040",0,0,0,1,0,0,0,1,0,0
"0801908042",0,0,0,1,0,0,0,1,0,0
"0801908057",0,0,0,1,0,0,0,1,0,0
"0801908059",0,0,0,1,0,0,0,1,0,0
"0801908074",0,0,0,1,0,0,0,1,0,0
"0801908076",0,0,0,1,0,0,0,1,0,0
"0801908091",0,0,0,1,0,0,0,1,0,0
"0801908093",0,0,0,1,0,0,0,1,0,0
"0801908005",0,0,0,1,0,0,0,1,0,0
"0801908028",0,0,0,1,0,0,0,1,0,0
"0801908030",0,0,0,1,0,0,0,1,0,0
"0801908037",0,0,0,1,0,0,0,1,0,0
"0801908039",0,0,0,1,0,0,0,1,0,0
"0801908062",0,0,0,1,0,0,0,1,0,0
"0801908064",0,0,0,1,0,0,0,1,0,0
"0801908069",0,0,0,1,0,0,0,1,0,0
"0801908071",0,0,0,1,0,0,0,1,0,0
"0801908073",0,0,0,1,0,0,0,1,0,0
"0801908096",0,0,0,1,0,0,0,1,0,0
"0801908098",0,0,0,1,0,0,0,1,0,0
"0801908103",0,0,0,1,0,0,0,1,0,0
"0801908105",0,0,0,1,0,0,0,1,0,0
"0801908009",0,0,0,1,0,0,0,1,0,0
"0801908024",0,0,0,1,0,0,0,1,0,0
"0801908026",0,0,0,1,0,0,0,1,0,0
"0801908041",0,0,0,1,0,0,0,1,0,0
"0801908043",0,0,0,1,0,0,0,1,0,0
"0801908058",0,0,0,1,0,0,0,1,0,0
"0801908060",0,0,0,1,0,0,0,1,0,0
"0801908075",0,0,0,1,0,0,0,1,0,0
"0801908077",0,0,0,1,0,0,0,1,0,0
"0801908090",0,0,0,1,0,0,0,1,0,0
"0801908092",0,0,0,1,0,0,0,1,0,0
"0801908094",0,0,0,1,0,0,0,1,0,0
"0801908107",0,0,0,1,0,0,0,1,0,0
"0801908109",0,0,0,1,0,0,0,1,0,0
"0801908038",0,0,0,1,0,0,0,1,0,0
"0801908045",0,0,0,1,0,0,0,1,0,0
"0801908056",0,0,0,1,0,0,0,1,0,0
"0801908063",0,0,0,1,0,0,0,1,0,0
"0801908070",0,0,0,1,0,0,0,1,0,0
"0801908081",0,0,0,1,0,0,0,1,0,0
"0801908088",0,0,0,1,0,0,0,1,0,0
"0801908095",0,0,0,1,0,0,0,1,0,0
"0801908106",0,0,0,1,0,0,0,1,0,0
"0801908113",0,0,0,1,0,0,0,1,0,0
"0801909003",0,0,0,1,0,0,0,1,0,0
"0801909015",0,0,0,1,0,0,0,1,0,0
"0801909022",0,0,0,1,0,0,0,1,0,0
"0801909029",0,0,0,1,0,0,0,1,0,0
"0801908065",0,0,0,1,0,0,0,1,0,0
"0801908068",0,0,0,1,0,0,0,1,0,0
"0801908082",0,0,0,1,0,0,0,1,0,0
"0801908083",0,0,0,1,0,0,0,1,0,0
"0801908100",0,0,0,1,0,0,0,1,0,0
"0801908101",0,0,0,1,0,0,0,1,0,0
"0801908115",0,0,0,1,0,0,0,1,0,0
"0801909001",0,0,0,1,0,0,0,1,0,0
"0801909002",0,0,0,1,0,0,0,1,0,0
"0801909016",0,0,0,1,0,0,0,1,0,0
"0801909017",0,0,0,1,0,0,0,1,0,0
"0801909034",0,0,0,1,0,0,0,1,0,0
"0801909035",0,0,0,1,0,0,0,1,0,0
"0801907109",0,0,0,1,0,0,0,1,0,0
"0801907120",0,0,0,1,0,0,0,1,0,0
"0801908004",0,0,0,1,0,0,0,1,0,0
"0801908011",0,0,0,1,0,0,0,1,0,0
"0801908022",0,0,0,1,0,0,0,1,0,0
"0801908029",0,0,0,1,0,0,0,1,0,0
"0801908036",0,0,0,1,0,0,0,1,0,0
"0801908047",0,0,0,1,0,0,0,1,0,0
"0801908054",0,0,0,1,0,0,0,1,0,0
"0801908061",0,0,0,1,0,0,0,1,0,0
"0801908072",0,0,0,1,0,0,0,1,0,0
"0801908079",0,0,0,1,0,0,0,1,0,0
"0801908086",0,0,0,1,0,0,0,1,0,0
"0801908097",0,0,0,1,0,0,0,1,0,0
"0801908108",0,0,0,1,0,0,0,1,0,0
"0801908110",0,0,0,1,0,0,0,1,0,0
"0801909008",0,0,0,1,0,0,0,1,0,0
"0801909010",0,0,0,1,0,0,0,1,0,0
"0801909026",0,0,0,1,0,0,0,1,0,0
"0801909028",0,0,0,1,0,0,0,1,0,0
"0801909041",0,0,0,1,0,0,0,1,0,0
"0801909043",0,0,0,1,0,0,0,1,0,0
"0801909058",0,0,0,1,1,0,0,1,0,0
"0801909060",0,0,0,1,0,0,0,1,0,0
"0801908084",0,0,0,1,0,0,0,1,0,0
"0801908085",0,0,0,1,0,0,0,1,0,0
"0801908099",0,0,0,1,0,0,0,1,0,0
"0801908102",0,0,0,1,0,0,0,1,0,0
"0801908116",0,0,0,1,0,0,0,0,0,0
"0801908215",0,0,0,1,0,0,0,1,0,0
"0801909018",0,0,0,1,0,0,0,1,0,0
"0801909019",0,0,0,1,0,0,0,1,0,0
"0801909033",0,0,0,1,0,0,0,1,0,0
"0801909036",0,0,0,1,0,0,0,1,0,0
"0801909050",0,0,0,1,0,0,0,1,0,0
"0801909051",0,0,0,1,0,0,0,1,0,0
"0801909068",0,0,0,1,1,0,0,1,0,0
"0801909069",0,0,0,1,1,0,0,1,0,0
"0801908104",0,0,0,1,0,0,0,1,0,0
"0801908111",0,0,0,1,0,0,0,1,0,0
"0801909005",0,0,0,1,0,0,0,1,0,0
"0801909013",0,0,0,1,0,0,0,1,0,0
"0801909020",0,0,0,1,0,0,0,1,0,0
"0801909024",0,0,0,1,0,0,0,1,0,0
"0801909031",0,0,0,1,0,0,0,1,0,0
"0801909038",0,0,0,1,0,0,0,1,0,0
"0801909045",0,0,0,1,0,0,0,1,0,0
"0801909049",0,0,0,1,0,0,0,1,0,0
"0801909056",0,0,0,1,0,0,0,1,0,0
"0801909063",0,0,0,1,1,0,0,1,0,0
"0801909070",0,0,0,1,0,0,0,1,0,0
"0801908089",0,0,0,1,0,0,0,1,0,0
"0801908112",0,0,0,1,0,0,0,1,0,0
"0801908114",0,0,0,1,0,0,0,1,0,0
"0801909004",0,0,0,1,0,0,0,1,0,0
"0801909006",0,0,0,1,0,0,0,1,0,0
"0801909030",0,0,0,1,0,0,0,1,0,0
"0801909032",0,0,0,1,0,0,0,1,0,0
"0801909037",0,0,0,1,0,0,0,1,0,0
"0801909039",0,0,0,1,0,0,0,1,0,0
"0801909062",0,0,0,1,0,0,0,1,0,0
"0801909064",0,0,0,1,1,0,0,1,0,0
"0801909071",0,0,0,1,0,0,0,1,0,0
"0801909073",0,0,0,1,1,0,0,1,0,0
"0801909156",0,0,0,1,0,0,0,1,0,0
"0801909007",0,0,0,1,0,0,0,1,0,0
"0801909009",0,0,0,1,0,0,0,1,0,0
"0801909025",0,0,0,1,0,0,0,1,0,0
"0801909027",0,0,0,1,0,0,0,1,0,0
"0801909042",0,0,0,1,0,0,0,1,0,0
"0801909044",0,0,0,1,0,0,0,1,0,0
"0801909059",0,0,0,1,0,0,0,1,0,0
"0801909061",0,0,0,1,0,0,0,1,0,0
"0801909076",0,0,0,1,0,0,0,1,0,0
"0801909078",0,0,0,1,1,0,0,1,0,0
"0801909091",0,0,0,1,1,0,0,1,0,0
"0801909093",0,0,0,1,1,0,0,1,0,0
"0801909095",0,0,0,1,1,0,0,1,0,0
"0801910012",0,0,0,1,1,0,0,1,0,0
"0801910014",0,0,0,1,1,0,0,1,0,0
"0801909011",0,0,0,1,0,0,0,1,0,0
"0801909014",0,0,0,1,0,0,0,1,0,0
"0801909021",0,0,0,1,0,0,0,1,0,0
"0801909023",0,0,0,1,0,0,0,1,0,0
"0801909046",0,0,0,1,0,0,0,1,0,0
"0801909048",0,0,0,1,0,0,0,1,0,0
"0801909055",0,0,0,1,0,0,0,1,0,0
"0801909057",0,0,0,1,1,0,0,1,0,0
"0801909080",0,0,0,1,1,0,0,1,0,0
"0801909082",0,0,0,1,1,0,0,1,0,0
"0801909087",0,0,0,1,1,0,0,1,0,0
"0801909089",0,0,0,1,1,0,0,1,0,0
"0801910016",0,0,0,1,1,0,0,1,0,0
"0801910018",0,0,0,1,1,0,0,1,0,0
"0801910025",0,0,0,1,1,0,0,1,0,0
"0801910027",0,0,0,1,1,0,0,1,0,0
"0801909052",0,0,0,1,0,0,0,1,0,0
"0801909053",0,0,0,1,0,0,0,1,0,0
"0801909066",0,0,0,1,1,0,0,1,0,0
"0801909067",0,0,0,1,1,0,0,1,0,0
"0801909084",0,0,0,1,1,0,0,1,0,0
"0801909085",0,0,0,1,1,0,0,1,0,0
"0801910006",0,0,0,1,1,0,0,1,0,0
"0801910007",0,0,0,1,1,0,0,1,0,0
"0801910020",0,0,0,1,1,0,0,1,0,0
"0801910021",0,0,0,1,1,0,0,1,0,0
"0801910024",0,0,0,1,1,0,0,1,0,0
"0801910038",0,0,0,1,1,0,0,1,0,0
"0801910039",0,0,0,1,1,0,0,1,0,0
"0801910056",0,0,0,1,1,0,0,1,0,0
"0801910057",0,0,0,1,1,0,0,1,0,0
"0801910071",0,0,0,1,1,0,0,1,0,0
"0801910074",0,0,0,1,1,0,0,1,0,0
"0801909040",0,0,0,1,0,0,0,1,0,0
"0801909047",0,0,0,1,0,0,0,1,0,0
"0801909054",0,0,0,1,0,0,0,1,0,0
"0801909065",0,0,0,1,1,0,0,1,0,0
"0801909072",0,0,0,1,1,0,0,1,0,0
"0801909079",0,0,0,1,0,0,0,1,0,0
"0801909090",0,0,0,1,1,0,0,1,0,0
"0801910001",0,0,0,1,1,0,0,1,0,0
"0801910008",0,0,0,1,1,0,0,1,0,0
"0801910019",0,0,0,1,1,0,0,1,0,0
"0801910026",0,0,0,1,1,0,0,1,0,0
"0801910033",0,0,0,1,1,0,0,1,0,0
"0801910044",0,0,0,1,1,1,0,1,0,0
"0801910051",0,0,0,1,1,1,0,1,0,0
"0801910058",0,0,0,1,1,0,0,1,0,0
"0801910069",0,0,0,1,1,0,0,1,0,0
"0801910076",0,0,0,1,1,0,0,1,0,0
"0801909075",0,0,0,1,0,0,0,1,0,0
"0801909077",0,0,0,1,0,0,0,1,0,0
"0801909092",0,0,0,1,1,0,0,1,0,0
"0801909094",0,0,0,1,1,0,0,1,0,0
"0801910013",0,0,0,1,1,0,0,1,0,0
"0801910015",0,0,0,1,1,0,0,1,0,0
"0801910030",0,0,0,1,1,0,0,1,0,0
"0801910032",0,0,0,1,1,0,0,1,0,0
"0801910045",0,0,0,1,1,1,0,1,0,0
"0801910047",0,0,0,1,1,1,0,1,0,0
"0801910049",0,0,0,1,1,1,0,1,0,0
"0801910062",0,0,0,1,1,0,0,1,0,0
"0801910064",0,0,0,1,1,0,0,1,0,0
"0801910079",0,0,0,1,1,0,0,1,0,0
"0801910081",0,0,0,1,1,0,0,1,0,0
"0801909083",0,0,0,1,1,0,0,1,0,0
"0801909086",0,0,0,1,1,0,0,1,0,0
"0801910004",0,0,0,1,1,0,0,1,0,0
"0801910005",0,0,0,1,1,0,0,1,0,0
"0801910022",0,0,0,1,1,0,0,1,0,0
"0801910023",0,0,0,1,1,0,0,1,0,0
"0801910037",0,0,0,1,1,0,0,1,0,0
"0801910040",0,0,0,1,1,0,0,1,0,0
"0801910054",0,0,0,1,1,1,0,1,0,0
"0801910055",0,0,0,1,1,0,0,1,0,0
"0801910072",0,0,0,1,1,0,0,1,0,0
