"CUSEC","min_dist_army"
"0830504003",28882.1908638245
"0830701010",29630.0711626589
"0830704004",29651.6660221877
"0830704006",29776.166856328
"0890301001",85230.973910338
"0890401002",13239.5390758528
"0830201003",41203.2460489239
"0830502005",28351.5513923983
"0830502006",28377.8016615355
"0830701003",29723.9230567435
"0830701004",29413.499481931
"0830702007",29118.1302916043
"0830703003",29087.5226610885
"0830704012",30391.4297682241
"0830704013",30871.8794418406
"0890401009",13672.6289445333
"0890401010",13522.6144668499
"0901401001",43874.8406139563
"0901101001",35604.9332342832
"0901301001",49699.1144400498
"0901801002",75234.0590570151
"0901801004",76203.5551338325
"0830701007",28781.0534916193
"0830702003",28408.6486254736
"0830704002",29380.7173431725
"0830704009",30063.3588956609
"0830704016",31167.6635774481
"0901001001",23014.4681112744
"0901801005",76019.4981465215
"0830701005",29248.5004812225
"0830701009",31716.171063019
"0830702005",28811.736034146
"0830703005",28158.0357416724
"0830704011",30094.9514265088
"0890101001",56832.4156961632
"0890401004",13462.0739690631
"0830703001",29214.7469987588
"0830703002",28282.2838680322
"0830704014",31066.7200325301
"0830704015",29678.026209897
"0890401008",13740.8207790264
"0890401011",13514.5459653338
"0901601001",54788.5488167359
"0901701001",61461.7306684128
"0901803003",74510.6957046944
"0901803004",74287.5565152442
"0901802003",74954.636381962
"0901803005",72739.1532646931
"0902601001",11017.043256506
"0903501001",63101.7319329793
"0900601001",44291.1083909288
"0900901001",11612.4441142703
"0901801008",75393.3947198151
"0901802001",74623.0886197451
"0901901001",68341.2493308266
"0902101001",58807.1018021983
"0903801001",37159.6233692015
"0904101001",32569.4922360509
"0900301001",71343.0100174718
"0900701001",34144.8941920115
"0901801007",75192.7770556485
"0901801009",75265.8850938606
"0902001001",53880.0063920791
"0902201001",61693.8058193985
"0903901001",36774.4729585016
"0904301001",37601.4813730359
"0830704001",29464.147623719
"0890401003",13273.6881336696
"0890401012",13352.6855759228
"0901802002",74496.8019004973
"0901802004",74810.0579608955
"0901803006",74828.5834281703
"0901803008",74400.9080796033
"0904501001",43163.5704797676
"0902901001",6976.67664643255
"0903301001",53927.7037243571
"0904801002",32235.8436126486
"0901801001",75661.5132044755
"0901803001",74866.9971492057
"0901803002",74643.8725705974
"0903001001",15212.4388567714
"0903201001",42538.2970079477
"0904801001",32202.2318137509
"0905101001",66947.4990423503
"0901801006",76405.5418021982
"0902301001",13247.6810233875
"0902501001",32565.1318792523
"0902701001",16328.398782947
"0903401001",35549.0746144207
"0903601001",30501.0616672085
"0905901001",2191.44059058476
"0904701001",34948.081806894
"0905201001",40136.1297613471
"0905501001",72593.7003513248
"0905601002",32425.462466623
"0905904001",2176.97190397942
"0905904003",2359.02176591872
"0905905004",1542.33155053292
"0904401001",11532.6477572104
"0905601001",28986.9822040173
"0905901002",2274.74891386387
"0905903002",2820.04103429648
"0905904002",1710.0627560589
"0905905005",1555.34973356931
"0900101001",30878.2675294094
"0901201001",35881.7922084575
"0901801003",75884.3161718634
"0901802005",72666.8945482776
"0901803007",74637.2719456384
"0902401001",44941.9291126356
"0903701001",37379.7715943067
"0904601001",39489.9384313432
"0905401001",59007.7398857014
"0905902002",1790.75210561969
"0905903004",3521.44122661915
"0905903011",3083.29016175308
"0905905007",1172.65227079681
"0905902001",1906.42264081547
"0905903003",3032.20778961774
"0905903005",5799.79970566049
"0905905013",724.713600624064
"0905905015",1257.32664388829
"0905905022",1328.66703974226
"0905905024",316.635170651729
"0905601004",34073.4282268458
"0905801001",11378.4963085718
"0905903006",2529.93136850369
"0905903008",3313.0280790197
"0905903010",3412.1091365281
"0905905008",975.193467993176
"0905905010",668.547658087252
"0905905025",1194.77648782298
"0905001001",51488.1547545049
"0905902005",1916.41604048056
"0905903001",2554.13155263581
"0905904004",2607.5781973018
"0905905003",1344.65739666818
"0905905017",933.219704484038
"0905905018",1380.90654302352
"0905601003",30567.6902846388
"0905701001",56923.4387927677
"0905903007",3110.72302845293
"0905903009",3889.89550059597
"0905905009",1025.21695993209
"0905905011",606.451167732542
"0905905026",1412.99710894177
"0905905028",1502.06328494271
"0905905043",1361.89778828248
"0905905045",541.397175093339
"0905906008",3620.55656989208
"0905902003",1674.45961813176
"0905902004",1993.85839847824
"0905905001",1786.68481828439
"0905905002",1666.80818505053
"0905905016",1387.51929086705
"0905905019",1018.04264152883
"0905905020",1464.4640179717
"0905905033",1089.26919961566
"0905905034",985.504720924794
"0905906001",2230.08770840865
"0905906002",2280.50807570101
"0905907007",2749.56592912665
"0905905006",1554.30403413378
"0905905029",951.421828194314
"0905905031",1071.15159010224
"0905905040",469.638326320753
"0905907001",2028.48659096273
"0905907003",1321.30347105215
"0905907010",3208.75724036197
"0905905012",1325.30531003357
"0905905023",1198.84551532335
"0905905030",806.672570970768
"0905905037",1203.98840573679
"0905905041",998.537271010507
"0905905048",4627.26538699612
"0905906005",2353.32646954186
"0905906012",3095.9750126331
"0905907004",2061.93189771001
"0905908001",2848.57580441083
"0905908008",3281.51564501111
"0905905049",440.474275402214
"0905906004",2528.35141593134
"0905906006",3449.87833695689
"0905908007",2869.5361495646
"0905908009",5064.4354687838
"0905909005",1090.95228219826
"0905905014",2705.87028536413
"0905905021",1451.71519395602
"0905905032",1217.29086146957
"0905905039",512.807800040264
"0905905046",2420.73596788488
"0905906007",2618.91216730874
"0905907002",1796.73090535011
"0905907009",2220.81973220003
"0905908010",4094.66713534158
"0905909006",1104.65748860112
"0905909013",547.324573199745
"0905909024",1263.06027058303
"0905905027",1651.96079728905
"0905905042",1486.23360439791
"0905905044",548.756211441727
"0905906009",2733.36690656133
"0905906011",2417.84277596929
"0905908004",3277.3166342249
"0905908006",2978.20830149388
"0905909010",516.661698061579
"0905909012",1143.58984232242
"0905909025",992.684087741053
"0905909027",840.276371327773
"0905909029",590.086574892238
"0905909042",854.479686990802
"0905906010",2629.37769162857
"0905908003",4652.31485487552
"0905908005",5420.9303351378
"0905909009",922.912458401101
"0905909011",718.625740080479
"0905909026",733.869594225355
"0905909028",1240.23225707352
"0905909043",1627.64076605993
"0906001001",43691.7833741919
"0907601001",27384.2950009158
"0907801001",33617.9542480699
"0909801001",39948.6532759926
"0910101001",29720.5012673346
"0910301001",51620.9804193323
"0905908002",3018.52516986115
"0905909014",1252.617554025
"0905909016",4944.37347276912
"0905909021",757.522320187875
"0905909023",1449.29112051074
"0906101001",57869.004822377
"0906301001",15658.2142556975
"0907101001",27281.1406506211
"0905905036",1360.24881007911
"0905905050",1239.29602934714
"0905906003",2468.78838191778
"0905907005",2045.80884466066
"0905907006",1566.09219759837
"0905909002",413.065942681726
"0905909003",881.608416624958
"0905909017",379.856027264036
"0905909020",362.256028861117
"0905909034",239.235391304905
"0905909035",1192.32431524118
"0906701001",63777.318453179
"0905909044",849.256129279279
"0907501001",3478.21168487987
"0907701001",46688.4884252687
"0910001001",18760.3422203307
"0910201001",49983.2368606184
"0912301001",24711.7819215288
"0912501001",19036.5790116037
"0905909004",1159.94838570801
"0905909008",689.730839088019
"0905909015",1288.9367418334
"0905909022",625.995168045295
"0905909033",1192.1151688681
"0905909040",1570.62111905512
"0906201001",52603.9774093301
"0907401001",3759.85263255399
"0908301001",21028.22656477
"0905909007",422.816803326235
"0905909030",527.117666793547
"0905909032",246.232435697405
"0905909039",929.396825650954
"0905909041",1980.71220144395
"0908201001",41098.2083405448
"0908401001",48399.4950645007
"0909101001",39178.3252147991
"0907301001",6016.64043282293
"0910401001",48155.5130475524
"0910801001",16750.5578935386
"0911701001",60359.960740899
"0912001001",53910.1038013204
"0914901001",37573.9820767263
"0915201001",69140.4887230661
"0906801001",45067.6771803143
"0908501001",74525.9614000527
"0909001001",42731.4942380576
"0911001001",36785.6981968216
"0911201001",66258.2927451095
"0913301001",11662.7308369301
"0913401001",51251.4216428163
"0905907008",1265.8208661561
"0905908011",3639.93442449352
"0905909001",348.300174719053
"0905909018",801.455375977805
"0905909019",941.840750537667
"0905909036",875.466491278195
"0905909037",1135.65236725734
"0906501001",78236.9279308514
"0906601001",27231.5831363859
"0907001001",45390.9001999809
"0909401001",38425.4436620876
"0912701001",47143.3523994726
"0912901001",36644.7946737315
"0913101001",77886.5550655777
"0913601001",66288.4477901178
"0908601001",3307.90337686668
"0908801001",53387.7750656226
"0911301001",31339.8922509214
"0911401001",19712.8787883688
"0909301001",14083.3839940944
"0910901001",41969.1582461581
"0911901001",23478.7294110105
"0912801001",14561.1514183933
"0913901001",68036.0590583906
"0915101001",63866.4280877255
"0916301001",63511.9782263466
"0912201001",50257.7447711605
"0912401001",8459.14097315215
"0914001001",69683.5378009619
"0914301001",22429.8698852127
"0916801001",65657.1521140455
"0913201001",34455.714284354
"0913501001",42403.064138676
"0915501001",69381.9693434285
"0915901001",30876.2514256119
"0905909031",1049.29689804943
"0905909038",623.833492286799
"0906401001",57766.5563219626
"0907201001",8164.69483816669
"0907901001",28927.8623534069
"0909501001",23421.6730515379
"0910501001",47252.6542931965
"0914101001",79513.6138523406
"0914401001",55393.1119025407
"0916901001",32239.7808181621
"0917201001",23361.1690081985
"0918901001",25215.8704296821
"0917601001",8464.66676266294
"0918301001",32019.9615960003
"0919401002",41773.0806199667
"0915401001",46102.4285845109
"0916001001",73908.3003657037
"0917701001",9645.99394219197
"0917801001",42814.485281127
"0919901001",56056.3708349434
"0916201001",16874.875049915
"0916401001",65356.177998973
"0916701001",20750.7232641675
"0919501001",33171.5932765803
"0919701001",23164.0607193607
"0920201001",24905.974201643
"0920801001",26864.3744270228
"0917001001",67552.1642391149
"0919001001",47747.4758111059
"0919201001",54337.3774566961
"0913801001",63932.8148207177
"0917301001",49140.8872345576
"0917501001",47237.4189626168
"0918201001",46140.1689701171
"0918401001",32366.8841582991
"0921301001",40443.1440038399
"0917901001",45206.0342885348
"0918001001",26759.1757058067
"0919801001",31077.7538066088
"0920101001",49749.3164600893
"0921701001",40470.67085962
"0921801001",79636.7376616629
"0911501001",44451.9683520673
"0913001001",36501.745604683
"0913701001",82263.094711249
"0914801001",37457.7034630072
"0916601001",26889.7975119192
"0917401001",61985.3094828323
"0920001001",25952.6707955526
"0921601001",19847.2457697059
"0921901001",56797.9272722693
"0921901002",57814.9747542243
"0921903006",56778.7004836611
"0919101001",23903.9545170948
"0919401001",32943.2478735195
"0921902005",57188.2970029023
"0921902007",57127.6046232162
"0921903015",56924.6294179838
"0921401001",18116.2063570182
"0921902001",56972.7661885685
"0921903005",56929.3562485679
"0921903012",56287.4194196406
"0921904001",61083.2405042285
"0921501001",15398.8864637883
"0921902002",57155.6742856897
"0921902004",57405.9759090627
"0921904002",54095.6040090086
"0921902006",57225.8291261824
"0921903001",56817.9736880147
"0921903016",56546.6717591086
"0921903018",56084.8653053845
"0923001001",43185.0222477218
"0923201001",58248.2538884971
"0921903002",56850.11902036
"0921903004",56277.5637419473
"0921903011",56314.8970426504
"0923801001",44595.3401222349
"0924101001",2406.10910965904
"0924901001",30831.9568518418
"0918101001",20817.7106234166
"0919601001",23193.0816639082
"0920601001",24963.6774106225
"0921101001",48455.856998009
"0921903008",56389.8330580929
"0921903009",56666.5799198562
"0922101001",9552.31039194471
"0922501001",53114.7054660625
"0924301001",43456.3278036787
"0924401001",40458.4679634484
"0926701001",48695.8281869699
"0926801001",51736.4175626192
"0921903017",56866.6688771508
"0923101001",42272.1376100236
"0923501001",61686.7770105593
"0925501001",51142.3062181917
"0925701001",26313.6034167169
"0927601001",53706.914407499
"0927901001",70124.1254420732
"0922901001",59021.039884024
"0923901001",57479.9266611876
"0924801001",16705.9946214872
"0926201001",44460.3136951455
"0927201001",35604.0678874359
"0928001001",32094.8888240293
"0925101001",50149.4594939823
"0928101001",65489.2240909977
"0928701001",11673.1884661663
"0929401001",40494.8127028782
"0929701001",14237.1659029954
"0932701001",22650.7494711574
"0925301001",75277.657154813
"0925601001",55658.1117989562
"0927501001",24099.0296062582
"0927701001",32560.2523163337
"0930201001",57921.2800402142
"0930101001",7065.43189741042
"0930301001",23423.1043199179
"0930601001",57881.249462979
"0932101002",61789.4245375381
"0929801001",38951.3862540616
"0930801001",39407.4593133375
"0931601001",43401.6663423032
"0933001001",40664.5947272447
"0934001001",28776.4336607792
"0922001001",48821.1543735102
"0922601001",43359.1768213276
"0922801001",72205.740974669
"0925801001",45023.3656331
"0926101001",72854.6776644483
"0927001001",51232.3751220737
"0921903007",56438.5647130147
"0922301001",44847.6257984756
"0922401001",15115.616026566
"0924601001",56084.2391550513
"0924701001",47743.0067722925
"0926501001",32100.5991938121
"0926601001",26491.567142349
"0930401001",14685.7855268041
"0932301001",29153.7291545912
"0932601001",5779.86439306357
"0934701001",57731.6545784845
"0935001001",36685.6573179158
"0928801001",8834.30632112185
"0929201001",19756.3035297119
"0931101001",34676.4197478798
"0931201001",40979.8764375756
"0933501001",10964.9931460079
"0933701001",72789.9162646592
"0935501001",58397.2410526245
"0931401001",15630.7684716111
"0931501001",13628.702179893
"0933201001",8938.9339204783
"0933401001",28640.7388156007
"0933801001",10144.646540773
"0935601001",40966.5523409266
"0927301001",25644.9086918483
"0930701001",42438.2027151889
"0930901001",64288.62769745
"0931701001",49062.9882542389
"0932101001",61347.6305616172
"0935201001",52590.8734618695
"0935401001",18667.985735201
"0936101001",46930.6421003799
"0921902003",57294.0418573443
"0921903003",56720.699000479
"0921904003",58410.525548355
"0922701001",27433.618037433
"0923601001",27352.7641835217
"0924201001",41703.2494531185
"0925001001",27019.3004875531
"0925901001",15439.4615738849
"0926901001",35988.9358684468
"0927401001",30399.6949029174
"0928301001",43475.3430682766
"0929501001",39387.536215914
"0931001001",24084.4278289705
"0931801001",33685.3539874602
"0932801001",46498.1629597859
"0934501001",82975.6815109275
"0935301001",45274.8644230007
"0936201001",11808.0227630917
"0937801001",42834.2346173355
"0932901001",40346.5234526485
"0933901001",55713.3137280962
"0934301001",33801.4293033353
"0937401001",23786.0691930979
"0937701001",11243.9638150616
"0938701001",76315.6074245116
"0938901001",41508.4867108252
"0936601001",42295.2038952887
"0936901001",61820.6908241731
"0937301001",50899.5578866789
"0939001001",58599.8562936511
"0932501001",45917.8011484833
"0934601001",30497.3863701546
"0934801001",32807.4725178298
"0936801001",36215.0105146321
"0937201001",7927.54409493734
"0939101001",55110.8760517397
"0936301001",29554.5125963269
"0939501001",42332.0637703131
"0939801001",31566.3311336764
"0940301001",55994.3678727864
"0940901001",31312.2717889583
"0935101001",15474.1821046397
"0936501001",72296.1771114126
"0937501001",27469.0487040836
"0938601001",27514.4681682648
"0940001001",78858.2813958218
"0941001001",30693.6632787002
"0939401001",46199.1941245679
"0941201001",54131.4443845915
"0941401001",44419.1601372074
"0936001001",33097.9267215782
"0938001001",62308.0946284598
"0938101001",24370.4770350834
"0940601001",19853.33375275
"0940701001",26503.0165356872
"0941901001",45260.7478463857
"0935801001",44178.9575319593
"0938201001",26416.7734181123
"0938401001",36514.1313380418
"0940501001",62122.497175044
"0940801001",40059.4626336747
"0942101001",79938.8013904555
"0939201001",28172.2774195403
"0941101001",23196.1178449605
"0941301001",27270.00294387
"0942901001",15214.475488744
"0941501001",53162.5150077475
"0942701002",36039.9402609583
"0943401001",7157.21873485378
"0941002001",25033.1879066631
"0943301001",30755.7961337195
"0943701001",36239.4141385891
"0944401001",40219.5367175668
"0941601001",36585.8570331097
"0941801001",41358.7677670318
"0942401001",39316.3101361251
"0942701001",32860.0748603547
"0942801001",52506.3980240418
"0945101001",66459.6052399724
"0945501001",34504.6271459548
"0942301001",36839.0278275923
"0943901001",7786.12386849255
"0944001001",58541.0711697821
"0946301001",18532.5343337052
"0943001001",28802.1029660339
"0943201001",51804.9856523085
"0944701001",20403.1248602954
"0944901001",21871.3569447547
"0947601001",21013.8379600731
"0945801001",9645.28176672462
"0946701001",37808.4659282886
"0947201001",33322.6464769763
"1000601001",83327.3092314019
"1000801001",53658.6309115776
"1001301001",41217.0393824077
"0944301001",27645.8027439978
"0945601001",30731.4223582396
"0947101001",6171.47992012175
"0948301001",72989.2909705322
"0990801001",40929.1309085708
"0943101001",21446.3642760216
"0944801001",20376.0774252801
"0945001001",44185.8248459601
"0947801001",35476.5026688788
"0948201001",52264.8742837901
"0948001001",30363.2482311429
"1000201001",51994.0470525004
"1000401001",47241.3432503325
"1000701001",22821.5799674524
"1001201001",16563.0032920321
"1002101001",23354.1256445264
"1002301001",38054.2176251525
"1001501001",82589.6947986281
"1003101001",26044.6371027342
"1003201002",36862.4948991077
"1003701002",5268.56218583652
"1003701004",4999.48016217304
"1001802001",28994.3717978817
"1002701001",27454.688293714
"1002901001",73867.4219361471
"1000301001",92549.4574150165
"1000501001",78302.2696748037
"1001601001",65918.8044559632
"1001801001",28364.7448977987
"1001901001",72841.7296967602
"0942201001",39352.0993812227
"0944101001",27825.366782848
"0944201001",31859.1675811791
"0946001001",36217.5747437579
"0946601001",26801.6809272574
"0944601001",44017.186803575
"0948501001",40861.5323729864
"0990201001",18536.0355507289
"0990701001",8624.84072583702
"1000101001",82450.2708904305
"1002002001",39116.1398088269
"0946401001",62376.4413092846
"0990301001",27467.3527788414
"0990401001",14932.0073640402
"0990501001",42760.3976989905
"1003001001",87686.3687381514
"1003301001",75589.5714172096
"1003701006",13518.294336554
"1001001001",33253.8837149446
"1002102002",19113.1009624397
"1002103001",15999.7462654821
"1001101001",63621.5793600993
"1002102001",21853.5426146966
"1002103002",18493.3994422748
"1003401001",83398.564556044
"0938801001",19515.8257557761
"0939601001",60304.2241864376
"0941003001",36426.8616159636
"0941701001",43393.1613198704
"0942501001",60505.7080429974
"0943801001",74212.9721874432
"0944501001",26422.9495357449
"0945401001",47896.7038463308
"0947301001",31243.1270225926
"0990101001",33440.9285050115
"0990601001",22978.5182675241
"1000901001",60805.527111525
"1001401001",91352.6280576069
"1002001001",42345.7447359365
"1002501001",82792.2751333902
"1003201001",36775.5528359065
"1002601001",77886.48328899
"1002801001",97343.9097045407
"1003701005",5490.9749885236
"1003701007",5302.51060887133
"1003702007",5063.56019923021
"1003702009",5054.50603026307
"1003704004",13798.5547624341
"1002101002",23610.387574937
"1002201001",80844.7547952365
"1002401001",76756.2561261607
"1003701009",6863.29706373657
"1003701011",6956.8316394179
"1003702003",5205.54563990719
"1003702005",5357.31024203145
"1003704008",4080.9659868627
"1003501001",86703.9433758996
"1003701015",6469.32421162711
"1003702001",5018.05375784897
"1003703002",4696.70329189734
"1003703005",4600.23401007186
"1003704012",3690.27990306795
"1003704013",13277.8636192129
"1003501002",86667.4958140752
"1003601001",86542.2193029592
"1003701013",6279.8198513841
"1003701014",7372.56898252492
"1003703003",4542.28499810853
"1003703004",4706.67490869311
"1003704014",4311.5231777122
"1003704015",3709.1163409918
"1003701003",3614.48266892241
"1003701010",7510.59820399954
"1003702002",4992.4042568941
"1003702006",6003.09920250709
"1003702013",5314.85417183568
"1003703007",4426.70331953001
"1003704007",3738.10891767704
"1003704011",3927.34772008833
"1003704018",3867.7898608883
"1003704025",3321.56611775234
"1003701008",5491.40145997947
"1003702008",4903.43635948377
"1003702010",8986.74893129969
"1003704003",4365.96924429266
"1003704005",4238.76393609101
"1003704020",2940.41618369446
"1003704022",4636.79415761106
"1003801001",58187.9032686983
"1004001001",71601.4657601921
"1003701001",4905.69463165581
"1003701012",6392.59584018401
"1003702004",5342.00299792205
"1003702011",5424.84047777886
"1003704002",4275.73381372965
"1003704009",4092.20674099524
"1003704016",4824.44729167103
"1003705002",3806.01808381434
"1003706003",3324.34091091855
"1004201001",74371.6428760909
"1004401001",85516.8770307829
"1003704010",4175.59762207211
"1003704017",5376.92060155514
"1003704019",3437.13770305224
"1004301001",59355.3843164958
"1004402001",83381.4714369469
"1004901001",18676.6928679766
"1004903001",13634.6280722673
"1003704006",4476.1664355352
"1003704021",5167.90921687292
"1003704023",4090.16923729629
"1003901001",91852.1942977328
"1004101001",82759.9210154198
"1005001001",92291.2499456313
"1003702012",4812.03344799447
"1003703001",4609.28123713103
"1003703006",4510.783178953
"1003704001",4318.74409269092
"1003704024",3204.70671608602
"1003705001",4142.81119748519
"1003706002",3046.82547461633
"1003706004",2694.72213653975
"1005501001",90016.1302848433
"1005701001",62294.1931862303
"1003705005",3180.30077452751
"1003705006",3218.38607083975
"1004501001",40918.3888879662
"1004801001",101363.719026372
"1005901001",64882.6074023549
"1006301001",89414.7251826239
"1006501001",88214.7672405228
"1008101001",76272.1162848629
"1006001001",84552.4449937567
"1006801001",92435.9364222198
"1008202001",29826.3172057039
"1008601001",86356.0881970604
"1008702001",91726.8618586108
"1006901001",31547.8836668878
"1008301001",92879.8597996001
"1008501001",98282.2670767983
"1009602001",78471.2871560404
"1009701001",68945.8998737145
"1010801001",73926.2152623751
"1008901001",67872.7498401934
"1010402002",89316.7435428295
"1010501001",91808.3992827747
"1010601001",88709.9048781672
"1003705003",3327.91822463318
"1003705004",3440.86907874963
"1004601001",70608.9316803754
"1004701001",69917.20513842
"1006101001",56790.7338901806
"1006102001",53686.8134920349
"1006704001",63294.4163762651
"1007001001",66101.2468889942
"1004902001",21234.4690553635
"1005801001",80224.0694902437
"1006401001",79751.8760292042
"1008401001",94050.9737914332
"1008402001",86248.4905073257
"1009801001",30604.2644990593
"1009901001",51003.5151053731
"1006702001",63440.202345115
"1007501001",77793.2719574042
"1008201001",35311.9401839781
"1008701001",87484.5272990114
"1004903002",14597.2998143342
"1005601001",40842.6967081559
"1006201001",83760.0440866054
"1005101001",81131.1687352199
"1005301001",67611.098056203
"1006701001",63554.8997765647
"1006701003",63684.2901303872
"1007701001",64368.2175608629
"1005201001",23126.4287072766
"1005401001",82741.5540010225
"1006601001",55642.4176330867
"1006701002",64746.4260600177
"1007901001",91065.0363904918
"1009101001",87187.4570945069
"1009301001",88168.0205480889
"1010401001",87421.1522458208
"1010401003",86339.0964991718
"1007601001",63864.4634717699
"1007801001",73728.3149782207
"1009001001",87086.4917700948
"1009201001",52468.9039913293
"1010401002",82383.8168957936
"1010402001",88085.3404953413
"1011201001",71511.3391391702
"1011301001",54322.1920151161
"1009601002",81729.6727438724
"1010201001",40175.0586738573
"1010402003",85783.1048196408
"1011101001",91055.8984458908
"1006702003",63164.9978274086
"1007201001",96762.8576877804
"1008001001",84836.659507399
"1008801001",70845.9577431212
"1009501001",43017.8954178823
"1006701004",64333.8039731856
"1006702002",63084.8035704665
"1006703001",60699.5908078005
"1007101001",98037.5183555551
"1007301001",47784.3401530205
"1009401001",76160.1351233666
"1009601001",81584.1376908716
"1010101001",73296.6626316362
"1010701001",83194.3692911041
"1011502002",12140.6287876099
"1011601001",69281.9097566343
"1011502001",9840.18893468631
"1011602001",66584.5476158399
"1011602002",57979.2570363271
"1010301001",54595.6376802071
"1011401001",76846.6045926921
"1011801001",48413.1704258134
"1011101002",82143.1747639149
"1011202001",69174.4210338166
"1012101001",53055.772824022
"1012102002",54431.0579303375
"1012102001",50168.1602569738
"1012103001",46568.3206375396
"1012001001",79229.1796335193
"1012901001",63443.444002052
"1013101001",87537.111170976
"1013102001",87395.434077658
"1013102003",87638.8487054212
"1014801002",71122.4568237423
"1014801005",71660.4526027821
"1012702003",67147.3409848566
"1012801002",71562.1958221733
"1012801005",73030.4195884239
"1013102005",91754.3302994985
"1012801001",78507.1442168776
"1012801003",70202.4493186682
"1013102006",87919.6990207397
"1011701001",93934.8460927553
"1012301001",49133.1673869732
"1012702001",73377.3532589099
"1012801006",77205.33396678
"1013102004",86851.3019139158
"1013401001",81150.1714758552
"1011001002",93081.3455147262
"1012201001",83369.8516826433
"1012701002",74351.4424661535
"1012702002",73125.8288810619
"1013301001",33862.1721990704
"1013501001",80706.8094105283
"1014201001",83171.5342094531
"1012401001",89701.849329607
"1012501001",32095.3966069084
"1012601001",28898.2297448542
"1012602001",32846.4945774675
"1013101002",87316.4216679638
"1013101005",87349.0658268353
"1013701001",90950.6411077264
"1013101003",87835.8724723833
"1013101004",85337.5519632076
"1013601001",79030.0564139056
"1013901001",47035.1459978781
"1010001001",87145.9237898302
"1010501002",95797.512707916
"1011001001",89085.5944881736
"1011302001",55183.7391094029
"1011901001",63809.1929656436
"1014001001",91736.2052124146
"1014801007",71024.9078939338
"1014801008",71557.3971761157
"1014804006",71233.3500814077
"1014804007",72733.5684431855
"1013102008",86654.5028134536
"1014601001",94073.2431675059
"1014801001",70891.7458923449
"1014803002",70873.3505836144
"1014803004",70617.0369285426
"1014804013",73104.1939347039
"1013102007",88002.4603768032
"1014501001",63139.4043312821
"1014701001",88648.4817944836
"1014802005",70116.4232990622
"1014803003",70424.6897429955
"1014805001",67668.0960405434
"1015001001",53021.3774286769
"1012701001",72989.4351404553
"1013001001",90699.0885990291
"1013102002",85511.632575982
"1013201001",86258.4936998278
"1014301001",54873.2561178736
"1014101001",91090.6583099601
"1014801006",71364.8892987377
"1014802002",70451.3586252495
"1014804001",70843.2176437815
"1014804012",72810.3058520855
"1015301001",45406.2648024409
"1013801001",81209.0957898927
"1014801009",71466.094426008
"1014801010",71887.4431382138
"1014804005",72380.213556948
"1014804008",71512.0791233067
"1015601001",98180.9685427036
"1015701001",95662.6669825379
"1014802001",70684.0251010279
"1014802003",70257.0692710033
"1015201001",78716.9106128178
"1015401001",89805.3136321501
"1016101001",32559.2717523539
"1016301001",31111.2206447006
"1014401001",84750.0630772704
"1014804002",70998.6862633664
"1014804004",71817.2663555662
"1014804009",72700.9606604027
"1014804011",72043.8740169577
"1016801001",25152.1832065686
"1015801001",38371.7726842676
"1015901001",75110.4806825155
"1017201001",81929.4031182477
"1017301001",74592.1677440295
"1017001001",24022.1607292532
"1017601001",63797.2493857268
"1017801001",27450.5325379816
"1016001001",67365.6789808416
"1017101001",85521.3540429137
"1017701001",8574.77848946974
"1014901001",28084.4897748268
"1016401001",94187.1407430815
"1016601001",46628.0653072695
"1018001001",90019.8536784757
"1016501001",35837.8067705888
"1016701001",86410.3411435126
"1018001002",89107.7150583049
"1018101001",75616.235670247
"1014801004",71256.6738214163
"1014801011",72229.063939703
"1014802004",68078.626982691
"1014804003",71578.8895375139
"1014804010",71277.5466555462
"1015101001",42361.3527024039
"1017401001",87300.0601775198
"1017501001",48245.6285196684
"1018601001",54659.5551210249
"1018901001",53735.0329520847
"1018301001",80038.2940483659
"1018501001",91688.3782800247
"1018902001",56704.9994597
"1019001001",49205.8278402723
"1018201001",66663.9862256574
"1019101001",84009.6731343314
"1019502001",26608.7052046432
"1019901001",84370.6774856198
"1019504001",38177.6820463594
"1017502001",46634.3675677846
"1018701001",89392.4762925732
"1018801001",30481.6624177837
"1019701001",73804.0045126348
"1019801001",25490.0238354121
"1020601001",89268.2879706857
"1020502001",96745.3499990234
"1021201001",93517.8640696898
"1020303001",53837.489943951
"1020501001",99679.2286915364
"1021101001",86096.7491371882
"1021202001",86883.4407447331
"1020701001",80297.404258739
"1021001001",89103.7988694406
"1090201001",74682.6250244865
"1019601001",88575.433328232
"1020801001",45738.809863167
"1020901001",46471.5855360348
"1090101001",98888.3308706981
"1090401001",100485.532875491
"1021801001",69894.3090697808
"1100401001",880.403854171367
"1100401008",1407.15245855457
"1100401020",1610.19566441789
"1100402001",1254.68402924892
"1019201001",20081.0723849424
"1019401001",15245.7687299469
"1019501002",42472.6168520617
"1020301001",52855.6011234362
"1020302001",50991.3200739654
"1018001005",100501.1660617
"1019301001",12052.0375809513
"1019501001",44868.938900658
"1020301002",52215.5071437881
"1020302002",53039.7149384725
"1021501001",84555.5862991001
"1021701001",35575.4111970509
"1100401015",1599.09044779229
"1100402004",709.649724099663
"1019501003",42136.871447846
"1019502002",34493.3732625947
"1020001001",97096.4254110014
"1020201001",73426.8841159557
"1021802001",64263.4581899175
"1100301001",19762.7384624941
"1100401009",1623.41311544802
"1100401011",1638.6737151967
"1100402011",1741.14529059063
"1021401001",84373.786842884
"1021601001",86150.4325272938
"1100401016",1952.23391226475
